matrix_index,segment_id,role,contract
388,388,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
389,389,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
390,390,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
391,391,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
392,392,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
393,393,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
394,394,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
395,395,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
396,396,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
397,397,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
398,398,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
399,399,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
400,400,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
401,401,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
402,402,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
403,403,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
